178.7	bench/cpp/CMakeFiles/bench_all.dir/solvers/bench_solvers.cpp.o
176.2	examples/cpp_examples/static/zermelo/CMakeFiles/zermelo_cpp.dir/main.cpp.o
143.0	examples/cpp_examples/static/delta3_launch/CMakeFiles/delta3_launch_cpp.dir/main.cpp.o
124.0	examples/cpp_examples/static/brachistochrone/CMakeFiles/brachistochrone_cpp.dir/main.cpp.o
123.8	bench/cpp/CMakeFiles/bench_all.dir/optimal_control/bench_optimal_control.cpp.o
114.8	examples/cpp_examples/static/hypersens/CMakeFiles/hypersens_cpp.dir/main.cpp.o
112.7	examples/cpp_examples/builder/betts_low_thrust/CMakeFiles/betts_low_thrust_builder.dir/main.cpp.o
98.3	src/bindings/CMakeFiles/_tychopy_heavy.dir/astro/kepler_model.cpp.o
97.1	examples/cpp_examples/builder/optimal_docking/CMakeFiles/optimal_docking_builder.dir/main.cpp.o
85.5	src/CMakeFiles/optimalcontrol.dir/optimal_control/ode_phase_base.cpp.o
84.1	src/CMakeFiles/optimalcontrol.dir/optimal_control/runtime_ode.cpp.o
82.1	examples/cpp_examples/builder/heteroclinic/CMakeFiles/heteroclinic_builder.dir/main.cpp.o
76.6	bench/cpp/CMakeFiles/bench_all.dir/integrators/bench_integrators.cpp.o
76.3	src/bindings/CMakeFiles/_tychopy_heavy.dir/astro/kepler_utils.cpp.o
74.0	tests/cpp/CMakeFiles/generate_golden.dir/integrators/regression/generate_golden.cpp.o
73.2	tests/cpp/CMakeFiles/tycho_regression_ivp.dir/integrators/regression/test_regression_ivp.cpp.o
72.5	src/bindings/CMakeFiles/_tychopy_heavy.dir/optimal_control/generic_odes_build_part4.cpp.o
72.0	src/bindings/CMakeFiles/_tychopy_heavy.dir/optimal_control/generic_odes_build_part3.cpp.o
71.5	examples/cpp_examples/builder/parallel_parking/CMakeFiles/parallel_parking_builder.dir/main.cpp.o
67.2	src/bindings/CMakeFiles/_tychopy.dir/optimal_control/generic_odes_build_part1.cpp.o
65.6	src/bindings/CMakeFiles/_tychopy.dir/vf/vector_function_build_part2.cpp.o
65.2	examples/cpp_examples/builder/multi_phase_cannon/CMakeFiles/multi_phase_cannon_builder.dir/main.cpp.o
64.2	examples/cpp_examples/builder/reentry/CMakeFiles/reentry_builder.dir/main.cpp.o
63.7	examples/cpp_examples/builder/delta3_launch/CMakeFiles/delta3_launch_builder.dir/main.cpp.o
62.6	examples/cpp_examples/builder/minimum_time_to_climb/CMakeFiles/minimum_time_to_climb_builder.dir/main.cpp.o
62.4	examples/cpp_examples/builder/min_time_climb_tables/CMakeFiles/min_time_climb_tables_builder.dir/main.cpp.o
62.1	examples/cpp_examples/builder/cart_pole/CMakeFiles/cart_pole_builder.dir/main.cpp.o
56.5	examples/cpp_examples/builder/goddard_rocket/CMakeFiles/goddard_rocket_builder.dir/main.cpp.o
55.9	examples/cpp_examples/builder/dionysus_low_thrust/CMakeFiles/dionysus_low_thrust_builder.dir/main.cpp.o
55.8	src/bindings/CMakeFiles/_tychopy.dir/optimal_control/generic_odes_build_part2.cpp.o
53.4	src/CMakeFiles/integrators_instantiations.dir/integrators/extern_template_instantiations.cpp.o
52.9	src/bindings/CMakeFiles/_tychopy_heavy.dir/astro/tycho_astro.cpp.o
52.8	src/bindings/CMakeFiles/_tychopy.dir/vf/args_seg_build_part1.cpp.o
52.5	examples/cpp_examples/builder/simple_low_thrust/CMakeFiles/simple_low_thrust_builder.dir/main.cpp.o
52.1	src/bindings/CMakeFiles/_tychopy.dir/vf/args_seg_build_part3.cpp.o
52.0	examples/cpp_examples/builder/multi_phase_zermelo/CMakeFiles/multi_phase_zermelo_builder.dir/main.cpp.o
51.2	examples/cpp_examples/builder/bike_obstacle/CMakeFiles/bike_obstacle_builder.dir/main.cpp.o
50.6	examples/cpp_examples/builder/topputto_low_thrust/CMakeFiles/topputto_low_thrust_builder.dir/main.cpp.o
50.4	src/bindings/CMakeFiles/_tychopy_heavy.dir/astro/kepler_integrator.cpp.o
49.8	examples/cpp_examples/builder/zermelo/CMakeFiles/zermelo_builder.dir/main.cpp.o
49.5	tests/cpp/CMakeFiles/tycho_regression_transcription.dir/integrators/regression/test_regression_transcription.cpp.o
49.1	examples/cpp_examples/builder/orbit_continuation/CMakeFiles/orbit_continuation_builder.dir/main.cpp.o
48.9	tests/cpp/CMakeFiles/tycho_method_tests.dir/integrators/test_julia_parity.cpp.o
48.8	examples/cpp_examples/builder/multi_spacecraft_opt/CMakeFiles/multi_spacecraft_opt_builder.dir/main.cpp.o
48.7	examples/cpp_examples/builder/free_flying_robot/CMakeFiles/free_flying_robot_builder.dir/main.cpp.o
47.9	tests/cpp/CMakeFiles/tycho_method_tests.dir/integrators/test_method_superscalar.cpp.o
47.8	tests/cpp/CMakeFiles/tycho_method_tests.dir/integrators/test_method_vern9.cpp.o
47.8	bench/cpp/CMakeFiles/bench_all.dir/integrators/bench_controller_comparison.cpp.o
47.7	tests/cpp/CMakeFiles/tycho_method_tests.dir/integrators/test_method_vern8.cpp.o
47.6	tests/cpp/CMakeFiles/tycho_method_tests.dir/integrators/test_method_tsit5.cpp.o
47.6	tests/cpp/CMakeFiles/tycho_method_tests.dir/integrators/test_method_bs5.cpp.o
47.5	tests/cpp/CMakeFiles/tycho_method_tests.dir/integrators/test_method_vern7.cpp.o
47.5	tests/cpp/CMakeFiles/tycho_method_tests.dir/integrators/test_method_bs3.cpp.o
47.3	examples/cpp_examples/builder/hanging_chain/CMakeFiles/hanging_chain_builder.dir/main.cpp.o
46.8	examples/cpp_examples/builder/van_der_pol/CMakeFiles/van_der_pol_builder.dir/main.cpp.o
46.6	src/bindings/CMakeFiles/_tychopy.dir/optimal_control/generic_odes_integrator_part1.cpp.o
46.2	src/CMakeFiles/vf_instantiations.dir/vf/extern_template_instantiations.cpp.o
46.0	src/bindings/CMakeFiles/_tychopy.dir/vf/vector_function_build_part1.cpp.o
45.7	examples/cpp_examples/builder/analytic_example/CMakeFiles/analytic_example_builder.dir/main.cpp.o
45.4	examples/cpp_examples/builder/brachistochrone/CMakeFiles/brachistochrone_builder.dir/main.cpp.o
44.5	src/bindings/CMakeFiles/_tychopy.dir/vf/tycho_vector_functions.cpp.o
44.5	src/bindings/CMakeFiles/_tychopy.dir/vf/args_seg_build_part5.cpp.o
44.4	bench/cpp/CMakeFiles/bench_all.dir/integrators/bench_method_comparison.cpp.o
44.1	src/bindings/CMakeFiles/_tychopy_heavy.dir/optimal_control/generic_odes_build_part6.cpp.o
43.7	examples/cpp_examples/builder/hypersens/CMakeFiles/hypersens_builder.dir/main.cpp.o
43.3	examples/cpp_examples/builder/bryson_denham/CMakeFiles/bryson_denham_builder.dir/main.cpp.o
42.3	examples/cpp_examples/builder/mountain_car/CMakeFiles/mountain_car_builder.dir/main.cpp.o
40.6	src/bindings/CMakeFiles/_tychopy.dir/vf/args_seg_build_part4.cpp.o
40.4	src/bindings/CMakeFiles/_tychopy.dir/vf/args_seg_build_part2.cpp.o
40.0	src/bindings/CMakeFiles/_tychopy.dir/optimal_control/generic_odes_integrator_part2.cpp.o
39.6	tests/cpp/CMakeFiles/tycho_tests.dir/vector_functions/test_interp_table_nd.cpp.o
37.6	src/bindings/CMakeFiles/_tychopy.dir/vf/free_functions_build.cpp.o
37.4	tests/cpp/CMakeFiles/tycho_method_tests.dir/integrators/test_initial_dt.cpp.o
37.4	src/bindings/CMakeFiles/_tychopy.dir/optimal_control/generic_odes_integrator_part3.cpp.o
37.2	src/bindings/CMakeFiles/_tychopy_heavy.dir/tycho_module.cpp.o
37.2	src/bindings/CMakeFiles/_tychopy.dir/optimal_control/generic_odes_integrator_part4.cpp.o
37.0	tests/cpp/CMakeFiles/tycho_method_tests.dir/integrators/test_adaptive_driver_compile.cpp.o
34.3	bench/cpp/CMakeFiles/bench_all.dir/vector_functions/bench_vector_functions.cpp.o
33.5	src/bindings/CMakeFiles/_tychopy.dir/vf/matrix_function_build.cpp.o
28.3	src/bindings/CMakeFiles/_tychopy.dir/vf/bulk_operations_build.cpp.o
24.7	src/bindings/CMakeFiles/_tychopy.dir/optimal_control/generic_odes_integrator_part6.cpp.o
21.6	src/bindings/CMakeFiles/_tychopy.dir/optimal_control/tycho_optimal_control.cpp.o
19.8	bench/cpp/CMakeFiles/bench_all.dir/kepler/bench_kepler.cpp.o
15.2	bench/cpp/CMakeFiles/bench_all.dir/type_erasure/bench_type_erasure.cpp.o
11.1	src/CMakeFiles/optimalcontrol.dir/optimal_control/optimal_control_problem.cpp.o
9.7	src/bindings/CMakeFiles/_tychopy.dir/optimal_control/optimal_control_problem_bind.cpp.o
8.1	src/bindings/CMakeFiles/_tychopy.dir/optimal_control/ode_phase_base_bind.cpp.o
6.0	src/bindings/CMakeFiles/_tychopy.dir/optimal_control/lgl_interp_table_bind.cpp.o
5.4	src/CMakeFiles/psiopt.dir/solvers/psiopt.cpp.o
5.2	src/bindings/CMakeFiles/_tychopy.dir/vf/python_arg_parsing.cpp.o
3.9	src/CMakeFiles/psiopt.dir/solvers/non_linear_program.cpp.o
3.1	src/CMakeFiles/psiopt.dir/solvers/psiopt_print.cpp.o
2.3	src/CMakeFiles/optimalcontrol.dir/optimal_control/lgl_interp_table.cpp.o
2.1	src/bindings/CMakeFiles/_tychopy.dir/astro/lambert_solvers_bind.cpp.o
1.7	src/bindings/CMakeFiles/_tychopy.dir/solvers/jet_bind.cpp.o
1.6	tests/cpp/CMakeFiles/tycho_method_tests.dir/integrators/test_error_norm.cpp.o
1.6	src/bindings/CMakeFiles/_tychopy.dir/solvers/optimization_problem_bind.cpp.o
1.5	src/CMakeFiles/optimalcontrol.dir/optimal_control/phase_indexer.cpp.o
1.4	bench/cpp/CMakeFiles/bench_all.dir/bench_init.cpp.o
1.1	src/bindings/CMakeFiles/_tychopy.dir/solvers/optimization_problem_base.cpp.o
1.0	tests/cpp/CMakeFiles/tycho_tests_light.dir/integrators/test_step_controller.cpp.o
1.0	tests/cpp/CMakeFiles/tycho_method_tests.dir/integrators/test_controller_pi.cpp.o
1.0	src/bindings/CMakeFiles/_tychopy.dir/solvers/psiopt_bind.cpp.o
0.9	tests/cpp/CMakeFiles/tycho_method_tests.dir/integrators/test_controller_pid.cpp.o
0.9	bench/cpp/CMakeFiles/bench_all.dir/utils/bench_utils.cpp.o
0.6	src/bindings/CMakeFiles/_tychopy.dir/solvers/tycho_solvers.cpp.o
0.3	src/bindings/CMakeFiles/_tychopy.dir/optimal_control/mesh_iterate_info_bind.cpp.o
0.2	src/bindings/CMakeFiles/_tychopy.dir/bump_allocator_bind.cpp.o
0.1	src/CMakeFiles/pch.dir/pch.cpp.o
0.1	src/CMakeFiles/astro.dir/astro/lambert_solvers.cpp.o
0.1	src/CMakeFiles/astro.dir/astro/accelleration_models.cpp.o
0.1	src/bindings/CMakeFiles/_tychopy.dir/utils_bind.cpp.o
0.1	src/bindings/CMakeFiles/_tychopy.dir/integrators/rk_coeffs_bind.cpp.o
0.1	src/bindings/CMakeFiles/pch_bindings.dir/__/pch.cpp.o
0.1	bench/cpp/CMakeFiles/pch_bench.dir/__/__/src/pch.cpp.o
0.0	tests/cpp/CMakeFiles/tycho_tests_light.dir/utils/test_var_registry.cpp.o
0.0	tests/cpp/CMakeFiles/tycho_tests_light.dir/utils/test_type_storage.cpp.o
0.0	tests/cpp/CMakeFiles/tycho_tests_light.dir/utils/test_tuple_iterator.cpp.o
0.0	tests/cpp/CMakeFiles/tycho_tests_light.dir/utils/test_timer.cpp.o
0.0	tests/cpp/CMakeFiles/tycho_tests_light.dir/utils/test_sizing_helpers.cpp.o
0.0	tests/cpp/CMakeFiles/tycho_tests_light.dir/utils/test_misc_utils.cpp.o
0.0	tests/cpp/CMakeFiles/tycho_tests_light.dir/utils/test_math_functions.cpp.o
0.0	tests/cpp/CMakeFiles/tycho_tests_light.dir/utils/test_lambda_jump_table.cpp.o
0.0	tests/cpp/CMakeFiles/tycho_tests_light.dir/utils/test_flat_map.cpp.o
0.0	tests/cpp/CMakeFiles/tycho_tests_light.dir/utils/test_eigen_stl.cpp.o
0.0	tests/cpp/CMakeFiles/tycho_tests_light.dir/optimal_control/test_ode_sizes.cpp.o
0.0	src/CMakeFiles/utils.dir/utils/thread_pool.cpp.o
0.0	src/CMakeFiles/utils.dir/utils/memory_management.cpp.o
0.0	src/CMakeFiles/utils.dir/utils/get_core_count.cpp.o
0.0	src/CMakeFiles/utils.dir/utils/color_text.cpp.o
0.0	src/CMakeFiles/psiopt.dir/solvers/solver_init.cpp.o
0.0	src/CMakeFiles/psiopt.dir/solvers/optimization_problem.cpp.o
0.0	src/bindings/CMakeFiles/nanobind-static.dir/__/__/dep/nanobind/src/trampoline.cpp.o
0.0	src/bindings/CMakeFiles/nanobind-static.dir/__/__/dep/nanobind/src/nb_type.cpp.o
0.0	src/bindings/CMakeFiles/nanobind-static.dir/__/__/dep/nanobind/src/nb_static_property.cpp.o
0.0	src/bindings/CMakeFiles/nanobind-static.dir/__/__/dep/nanobind/src/nb_ndarray.cpp.o
0.0	src/bindings/CMakeFiles/nanobind-static.dir/__/__/dep/nanobind/src/nb_internals.cpp.o
0.0	src/bindings/CMakeFiles/nanobind-static.dir/__/__/dep/nanobind/src/nb_func.cpp.o
0.0	src/bindings/CMakeFiles/nanobind-static.dir/__/__/dep/nanobind/src/nb_enum.cpp.o
0.0	src/bindings/CMakeFiles/nanobind-static.dir/__/__/dep/nanobind/src/implicit.cpp.o
0.0	src/bindings/CMakeFiles/nanobind-static.dir/__/__/dep/nanobind/src/error.cpp.o
0.0	src/bindings/CMakeFiles/nanobind-static.dir/__/__/dep/nanobind/src/common.cpp.o
